SampleNumber,Compound,Sample Text,Type,Std. Conc,RT,Area,IS Area,S/N,Response,Conc_micromolar,%Rec,Detection Flags,Threshold
83,Amoxicillin,Sample_1055,Analyte,,,,19114.42,,,,,,10
84,Amoxicillin,Sample_1059,Analyte,,,,20288.83,,,,,,10
85,Amoxicillin,Sample_6495,Analyte,,,,36048.414,,,,,,10
86,Amoxicillin,Sample_12293,Analyte,,1.06,33.189,95556.391,4.3,0,0.0382,,bb,10
87,Amoxicillin,Sample_12296,Analyte,,,,43887.121,,,,,,10
88,Amoxicillin,Sample_13284,Analyte,,,,36703.402,,,,,,10
89,Amoxicillin,WaterBlank16,Blank,,,,160.65,,,,,,10
90,Amoxicillin,WaterBlank17,Blank,,,,61.132,,,,,,10
91,Amoxicillin,Sample_1360,Analyte,,,,33146.063,,,,,,10
92,Amoxicillin,Sample_9083,Analyte,,,,43269.895,,,,,,10
93,Amoxicillin,Sample_5305,Analyte,,1.1,0.891,56575.578,0.421,0,0.0111,,bb,10
94,Amoxicillin,Sample_13354,Analyte,,0.92,1.537,42401.309,0.282,0,0.0128,,bb,10
95,Amoxicillin,Sample_11181,Analyte,,0.94,1.523,40095.98,1.021,0,0.0129,,bb,10
96,Amoxicillin,Sample_8324,Analyte,,,,37171.34,,,,,,10
97,Amoxicillin,Sample_12269,Analyte,,,,68534.453,,,,,,10
98,Amoxicillin,Sample_9081,Analyte,,,,109107.469,,,,,,10
99,Amoxicillin,Sample_10155,Analyte,,1.02,9.741,30640.73,2.1,0,0.0358,,bb,10
100,Amoxicillin,Sample_5335,Analyte,,,,93233.406,,,,,,10
101,Amoxicillin,WaterBlank18,Blank,,,,89.958,,,,,,10
102,Amoxicillin,WaterBlank19,Blank,,0.98,0.398,72.574,0.572,0.005,0.3772,,bb,10
103,Amoxicillin,Sample_15141,Analyte,,0.87,2.488,19090.936,1.317,0,0.0206,,bb,10
104,Amoxicillin,Sample_12291,Analyte,,1.16,3.513,74458.102,0.818,0,0.0137,,bb,10
105,Amoxicillin,Sample_1359,Analyte,,,,19844.846,,,,,,10
106,Amoxicillin,Sample_10139,Analyte,,0.89,5.207,32302.51,0.916,0,0.0231,,bb,10
107,Amoxicillin,Sample_6516,Analyte,,,,25595.715,,,,,,10
108,Amoxicillin,Sample_9084,Analyte,,0.87,7.792,86218.25,3.419,0,0.0173,,MM!,10
109,Amoxicillin,Sample_5550,Analyte,,1.18,0.856,81993.383,0.59,0,0.0107,,bb,10
110,Amoxicillin,Sample_6493,Analyte,,,,23425.256,,,,,,10
111,Amoxicillin,Sample_9041,Analyte,,1.14,0.49,43401.754,0.416,0,0.0107,,bb,10
112,Amoxicillin,Sample_15159,Analyte,,,,23983.383,,,,,,10
113,Amoxicillin,WaterBlank20,Blank,,1.18,0.542,11.907,0.271,0.046,1.7648,,bb,10
114,Amoxicillin,WaterBlank21,Blank,,,,55.121,,,,,,10
115,Amoxicillin,Sample_13332,Analyte,,1.16,0.074,26000.984,0.064,0,0.01,,bb,10
116,Amoxicillin,Sample_15136,Analyte,,,,22803.168,,,,,,10
117,Amoxicillin,Sample_1361,Analyte,,,,14572.088,,,,,,10
118,Amoxicillin,Sample_4135,Analyte,,,,95985.148,,,,,,10
119,Amoxicillin,Sample_8305,Analyte,,1.08,0.408,28319.887,0.148,0,0.011,,bb,10
120,Amoxicillin,WaterBlank22,Blank,,,,196.049,,,,,,10
121,Amoxicillin,QC2_10uMPOOL,Analyte,,0.98,20082.598,37.166,2081.591,540.349,260.1706,,bb,10
122,Amoxicillin,WaterBlank23,Blank,,1.02,0.522,,1.23,,,,bb,10
123,Amoxicillin,WaterBlank24,Blank,,,,17.431,,,,,,10
124,Amoxicillin,WaterBlank25,Blank,,0.96,0.752,12.679,1.812,0.059,2.0897,,bb,10
125,Amoxicillin,Sample_4159,Analyte,,1.1,1.003,38302.035,1.277,0,0.012,,bb,10
126,Amoxicillin,Sample_6491,Analyte,,,,19074.754,,,,,,10
127,Amoxicillin,Sample_5574,Analyte,,,,58461.988,,,,,,10
128,Amoxicillin,Sample_1158,Analyte,,,,27956.119,,,,,,10
129,Amoxicillin,Sample_5333,Analyte,,,,55327.539,,,,,MM-,10
130,Amoxicillin,Sample_11180,Analyte,,,,22181.33,,,,,MM!-,10
131,Amoxicillin,Sample_13357,Analyte,,0.75,7.872,41006.992,1.474,0,0.0256,,MM!,10
132,Amoxicillin,Sample_15140,Analyte,,,,46579.809,,,,,,10
133,Amoxicillin,Sample_15134,Analyte,,,,27429.299,,,,,,10
134,Amoxicillin,Sample_8304,Analyte,,,,73113.711,,,,,,10
135,Amoxicillin,WaterBlank26,Blank,,1.06,0.514,76.619,0.436,0.007,0.4439,,bb,10
136,Amoxicillin,WaterBlank27,Blank,,0.98,0.787,,2.105,,,,bb,10
137,Amoxicillin,Sample_11185,Analyte,,,,24842.893,,,,,,10
138,Amoxicillin,Sample_15158,Analyte,,,,26110.451,,,,,,10
139,Amoxicillin,Sample_13288,Analyte,,1,1.942,16664.934,0.13,0,0.0194,,bb,10
140,Amoxicillin,Sample_1034,Analyte,,0.98,1.268,24064.23,1.901,0,0.0142,,bb,10
141,Amoxicillin,Sample_9284,Analyte,,,,80696.258,,,,,,10
142,Amoxicillin,Sample_4139,Analyte,,1.02,1.083,35234.344,0.464,0,0.0123,,bb,10
143,Amoxicillin,Sample_1159,Analyte,,,,18322.385,,,,,MM!-,10
144,Amoxicillin,Sample_5336,Analyte,,,,82725.734,,,,,,10
145,Amoxicillin,Sample_1160,Analyte,,,,109.199,,,,,,10
146,Amoxicillin,Sample_1362,Analyte,,1.02,0.893,,1.229,,,,bb,10
147,Amoxicillin,WaterBlank28,Blank,,,,31.041,,,,,,10
148,Amoxicillin,WaterBlank29,Blank,,,,53.814,,,,,,10
149,Amoxicillin,Sample_8330,Analyte,,1,4.889,37730.41,1.284,0,0.0205,,bb,10
150,Amoxicillin,Sample_11186,Analyte,,1.18,7.139,20312.977,2.753,0,0.0385,,bb,10
151,Amoxicillin,Sample_5572,Analyte,,1.12,0.489,44631.547,1.315,0,0.0107,,bb,10
152,Amoxicillin,Sample_13283,Analyte,,1.06,1.614,21985.393,0.345,0,0.0159,,bb,10
153,Amoxicillin,Sample_8331,Analyte,,,,52630.934,,,,,,10
154,Amoxicillin,Sample_1038,Analyte,,1.22,0.14,36097.316,0.243,0,0.0101,,bb,10
155,Amoxicillin,Sample_6496,Analyte,,,,21698.15,,,,,,10
156,Amoxicillin,Sample_5551,Analyte,,,,82308.773,,,,,,10
157,Amoxicillin,Sample_13356,Analyte,,1,1.561,16826.762,2.839,0,0.0175,,bb,10
158,Amoxicillin,Sample_5549,Analyte,,,,69537.031,,,,,,10
159,Amoxicillin,WaterBlank30,Blank,,0.98,1.626,,0.659,,,,bb,10
160,Amoxicillin,WaterBlank31,Blank,,,,73.677,,,,,,10
161,Amoxicillin,Sample_12267,Analyte,,1.02,0.608,40641.684,0.116,0,0.011,,bb,10
162,Amoxicillin,Sample_9282,Analyte,,,,62037.93,,,,,,10
163,Amoxicillin,Sample_1161,Analyte,,1.16,0.288,17137.713,0.52,0,0.0112,,bb,10
164,Amoxicillin,Sample_6490,Analyte,,0.94,2.373,29469.74,1.642,0,0.0165,,bb,10
165,Amoxicillin,Sample_1054,Analyte,,1.06,2.927,15377.688,3.78,0,0.0255,,bb,10
166,Amoxicillin,Sample_15162,Analyte,,,,21342.223,,,,,,10
167,Amoxicillin,Sample_5113,Analyte,,,,28903.6,,,,,,10
168,Amoxicillin,Sample_4155,Analyte,,,,22093.213,,,,,,10
169,Amoxicillin,Sample_9043,Analyte,,1.06,0.997,57825.824,1.467,0,0.0112,,bb,10
170,Amoxicillin,Sample_1140,Analyte,,0.83,10.28,20576.936,3.496,0,0.0503,,MM!,10
171,Amoxicillin,WaterBlank32,Blank,,,,55.412,,,,,,10
172,Amoxicillin,WaterBlank33,Blank,,,,,,,,,,10
173,Amoxicillin,Sample_5136,Analyte,,,,31150.615,,,,,,10
174,Amoxicillin,Sample_5570,Analyte,,,,35493.852,,,,,,10
175,Amoxicillin,Sample_8325,Analyte,,,,15389.06,,,,,,10
176,Amoxicillin,Sample_11162,Analyte,,,,28536.197,,,,,,10
177,Amoxicillin,WaterBlank34,Blank,,,,94.686,,,,,,10
178,Amoxicillin,QC3_10uMPOOL,Analyte,,0.92,10547.004,,1788.826,,,,bb,10
179,Amoxicillin,WaterBlank35,Blank,,0.87,0.057,10.68,0.246,0.005,0.369,,bb,10
180,Amoxicillin,WaterBlank36,Blank,,1.18,1.802,10.96,1.86,0.164,3.8671,,bb,10
181,Amoxicillin,Sample_4140,Analyte,,0.85,0.458,25845.703,1.388,0,0.0113,,bb,10
182,Amoxicillin,Sample_11187,Analyte,,,,14056.108,,,,,,10
183,Amoxicillin,Sample_9250,Analyte,,,,23199.529,,,,,,10
184,Amoxicillin,Sample_12294,Analyte,,,,29615.811,,,,,MM-,10
185,Amoxicillin,Sample_6515,Analyte,,,,16923.809,,,,,MM-,10
186,Amoxicillin,Sample_4138,Analyte,,,,28666.744,,,,,,10
187,Amoxicillin,Sample_13355,Analyte,,,,19110.221,,,,,,10
188,Amoxicillin,Sample_9285,Analyte,,,,22101.307,,,,,,10
189,Amoxicillin,Sample_6494,Analyte,,,,14697.289,,,,,MM!-,10
190,Amoxicillin,Sample_5332,Analyte,,,,36103.133,,,,,,10
191,Amoxicillin,WaterBlank37,Blank,,,,60.023,,,,,,10
192,Amoxicillin,WaterBlank38,Blank,,,,31.94,,,,,,10
193,Amoxicillin,Sample_5138,Analyte,,0.96,0.057,43840.012,0.409,0,0.0099,,bb,10
194,Amoxicillin,Sample_9247,Analyte,,1.18,0.424,18504.961,0.663,0,0.0117,,bb,10
195,Amoxicillin,Sample_10159,Analyte,,1.18,4.615,12266.36,0.465,0,0.0405,,bb,10
196,Amoxicillin,Sample_13286,Analyte,,,,14825.206,,,,,,10
197,Amoxicillin,Sample_4156,Analyte,,0.87,1.107,12015.424,0.355,0,0.0174,,bb,10
198,Amoxicillin,Sample_6513,Analyte,,,,19241.279,,,,,,10
199,Amoxicillin,Sample_9040,Analyte,,1.18,0.611,18703.441,1.439,0,0.0125,,bb,10
200,Amoxicillin,Sample_11182,Analyte,,,,8961.552,,,,,,10
201,Amoxicillin,Sample_9038,Analyte,,,,12247.778,,,,,,10
202,Amoxicillin,Sample_1310,Analyte,,0.98,0.526,10151.489,1.356,0,0.0141,,bb,10
203,Amoxicillin,WaterBlank39,Blank,,,,6.878,,,,,,10
204,Amoxicillin,WaterBlank40,Blank,,,,3.883,,,,,,10
205,Amoxicillin,Sample_4158,Analyte,,0.92,0.795,13647.17,1.421,0,0.0146,,bb,10
206,Amoxicillin,Sample_10141,Analyte,,0.96,1.272,6269.53,2.173,0,0.0265,,bb,10
207,Amoxicillin,Sample_8303,Analyte,,0.94,0.775,10721.477,0.607,0,0.0158,,bb,10
208,Amoxicillin,Sample_5575,Analyte,,,,13921.691,,,,,,10
209,Amoxicillin,Sample_5111,Analyte,,0.87,0.55,13549.191,1.043,0,0.0132,,bb,10
210,Amoxicillin,Sample_12292,Analyte,,,,11329.024,,,,,,10
211,Amoxicillin,Sample_9286,Analyte,,0.94,1.474,10904.641,1.671,0,0.021,,bb,10
212,Amoxicillin,Sample_11158,Analyte,,0.92,0.917,13490.688,1.005,0,0.0154,,bb,10
213,Amoxicillin,Sample_1137,Analyte,,0.96,1.48,8481.03,1.924,0,0.0242,,bb,10
214,Amoxicillin,Sample_8327,Analyte,,,,10719.852,,,,,,10
215,Amoxicillin,WaterBlank41,Blank,,1,0.432,33.707,0.851,0.013,0.7322,,bb,10
216,Amoxicillin,WaterBlank42,Blank,,,,,,,,,,10
217,Amoxicillin,Sample_9287,Analyte,,0.94,0.204,21657.477,0.497,0,0.0106,,bb,10
218,Amoxicillin,Sample_13287,Analyte,,,,17850.375,,,,,,10
219,Amoxicillin,Sample_1138,Analyte,,1.08,0.092,7812.412,0.177,0,0.0108,,bb,10
220,Amoxicillin,Sample_15137,Analyte,,,,10676.276,,,,,,10
221,Amoxicillin,Sample_1141,Analyte,,1,3.133,10596.575,3.35,0,0.034,,MM!,10
222,Amoxicillin,Sample_8307,Analyte,,,,20167.387,,,,,,10
223,Amoxicillin,Sample_11161,Analyte,,,,21482.715,,,,,,10
224,Amoxicillin,Sample_9249,Analyte,,,,20333.33,,,,,,10
225,Amoxicillin,Sample_12295,Analyte,,0.98,1.622,22498.555,0.978,0,0.0158,,bb,10
226,Amoxicillin,Sample_5547,Analyte,,,,21432.041,,,,,,10
227,Amoxicillin,WaterBlank43,Blank,,,,122.453,,,,,,10
228,Amoxicillin,WaterBlank44,Blank,,,,10.754,,,,,,10
229,Amoxicillin,Sample_9085,Analyte,,1.08,0.493,18960.334,0.328,0,0.012,,bb,10
230,Amoxicillin,Sample_13309,Analyte,,0.96,1.853,16439.961,1.392,0,0.0191,,bb,10
231,Amoxicillin,Sample_4154,Analyte,,,,12633.953,,,,,,10
232,Amoxicillin,Sample_6492,Analyte,,,,,,,,,,10
233,Amoxicillin,Sample_1036,Analyte,,,,11590.142,,,,,,10
1,Ampicillin,WaterBlank1,Blank,,,,,,,,,,10
2,Ampicillin,WaterBlank2,Blank,,3.2,0.42,1.131,1.576,0.371,8.621,,bb,10
3,Ampicillin,Sample_12270,Analyte,,3.12,4.688,29266.48,13.192,0,0.0314,,bb,10
4,Ampicillin,WaterBlank1a,Blank,,3.01,0.807,425.843,3.239,0.002,0.1661,,bb,10
5,Ampicillin,WaterBlank2a,Blank,,3.16,0.768,123.805,2.785,0.006,0.4647,,bb,10
6,Ampicillin,Water_ABS_0,Standard,0,,,204892.938,,,,,,10
7,Ampicillin,Water_ABS_140,Standard,0.014,3.08,5.893,206415.984,21.524,0,0.0207,147.9,bb,10
8,Ampicillin,Water_ABS_410,Standard,0.041,3.1,60.834,210472.047,222.606,0,0.0417,101.8,bb,10
9,Ampicillin,Water_ABS_1230,Standard,0.123,3.14,208.153,227687.344,6.11,0.001,0.0912,74.1,MM,10
10,Ampicillin,Water_ABS_3700,Standard,0.37,3.14,658.591,239528.156,1109.301,0.003,0.229,61.9,bb,10
11,Ampicillin,Water_ABS_1000,Standard,1.1,3.14,1884.996,90629.641,771.677,0.021,1.2599,114.5,bb,10
12,Ampicillin,Water_ABS_3000,Standard,3.3,3.12,4888.366,62678.156,1605.645,0.078,3.2717,99.1,bb,10
13,Ampicillin,Water_ABS_10000,Standard,10,3.12,13250.252,27586.045,1474.916,0.48,10.0006,100,bb,10
14,Ampicillin,WaterBlank1b,Blank,,3.12,7.702,,27.588,,,,bb,10
15,Ampicillin,WaterBlank2b,Blank,,3.1,14.328,191.768,57.231,0.075,3.179,,bb,10
16,Ampicillin,WaterBlank3b,Blank,,,,149.732,,,,,,10
17,Ampicillin,Minus80aliquot,Analyte,,3.12,12497.741,31.327,2544.794,398.945,331.7427,,bb,10
18,Ampicillin,WaterBlank1A,Blank,,3.1,66.061,174.053,268.768,0.38,8.7311,,bb,10
19,Ampicillin,WaterBlank2A,Blank,,3.14,18.012,73.542,39.583,0.245,6.7422,,bb,10
20,Ampicillin,WaterBlank3A,Blank,,3.12,13.329,68.098,25.543,0.196,5.8865,,bb,10
21,Ampicillin,Sample_15139,Analyte,,,,11411.595,,,,,MM-,10
22,Ampicillin,Sample_5307,Analyte,,,,25854.27,,,,,MM-,10
23,Ampicillin,Sample_6517,Analyte,,,,13785.994,,,,,,10
24,Ampicillin,Sample_5573,Analyte,,3.3,1.396,24188.506,2.02,0,0.0231,,bb,10
25,Ampicillin,Sample_1163,Analyte,,3.3,2.184,6670.938,1.498,0,0.0448,,bb,10
26,Ampicillin,Sample_5331,Analyte,,,,45836.891,,,,,MM-,10
27,Ampicillin,Sample_9039,Analyte,,,,22205.172,,,,,MM-,10
28,Ampicillin,Sample_5548,Analyte,,3.14,10.106,69920.133,31.591,0,0.0301,,bb,10
29,Ampicillin,Sample_5552,Analyte,,,,75430.938,,,,,MM-,10
30,Ampicillin,Sample_13359,Analyte,,,,64806.246,,,,,MM!-,10
31,Ampicillin,WaterBlank4,Blank,,3.16,0.361,147.531,1.244,0.002,0.207,,bb,10
32,Ampicillin,WaterBlank5,Blank,,3.12,0.053,156.813,0.579,0,0.0456,,bb,10
33,Ampicillin,Sample_13285,Analyte,,2.97,0.848,18907.098,1.375,0,0.022,,bb,10
34,Ampicillin,Sample_1033,Analyte,,,,,,,,,,10
35,Ampicillin,Sample_1142,Analyte,,,,13526.746,,,,,MM!-,10
36,Ampicillin,Sample_9080,Analyte,,,,25267.537,,,,,MM-,10
37,Ampicillin,Sample_1162,Analyte,,,,16340.2,,,,,MM-,10
38,Ampicillin,Sample_4157,Analyte,,,,32103.775,,,,,MM-,10
39,Ampicillin,Sample_1035,Analyte,,,,32588.418,,,,,,10
40,Ampicillin,Sample_5306,Analyte,,3.12,31.343,39020.004,70.224,0.001,0.0825,,bb,10
41,Ampicillin,Sample_8329,Analyte,,,,22160.92,,,,,,10
42,Ampicillin,Sample_9283,Analyte,,,,51937.453,,,,,,10
43,Ampicillin,WaterBlank6,Blank,,,,248.854,,,,,,10
44,Ampicillin,WaterBlank7,Blank,,,,197.155,,,,,,10
45,Ampicillin,Sample_6512,Analyte,,,,50962.113,,,,,,10
46,Ampicillin,Sample_9248,Analyte,,,,56290.375,,,,,MM-,10
47,Ampicillin,Sample_6510,Analyte,,,,70865.492,,,,,MM-,10
48,Ampicillin,Sample_9082,Analyte,,3.01,0.455,80256.336,1.68,0,0.0188,,bb,10
49,Ampicillin,Sample_1056,Analyte,,,,51066.941,,,,,MM-,10
50,Ampicillin,Sample_13358,Analyte,,,,22582.023,,,,,,10
51,Ampicillin,Sample_13333,Analyte,,3.28,0.412,35908.773,1.322,0,0.0193,,bb,10
52,Ampicillin,Sample_4137,Analyte,,,,68097.977,,,,,MM!-,10
53,Ampicillin,Sample_5110,Analyte,,,,100895.078,,,,,MM-,10
54,Ampicillin,Sample_11159,Analyte,,,,46000.02,,,,,,10
55,Ampicillin,WaterBlank8,Blank,,3.24,1.865,285.384,3.05,0.007,0.486,,bb,10
56,Ampicillin,WaterBlank9,Blank,,,,265.021,,,,,,10
57,Ampicillin,Sample_8308,Analyte,,,,48629.883,,,,,MM-,10
58,Ampicillin,Sample_8306,Analyte,,,,42392.855,,,,,,10
59,Ampicillin,Sample_10138,Analyte,,3.08,0.575,62184.438,1.086,0,0.0191,,bb,10
60,Ampicillin,Sample_1058,Analyte,,3.18,0.929,27546.477,2.574,0,0.0211,,bb,10
61,Ampicillin,Sample_5571,Analyte,,,,106259.242,,,,,MM-,10
62,Ampicillin,Sample_5112,Analyte,,,,125506.648,,,,,,10
63,Ampicillin,WaterBlank10,Blank,,,,159.776,,,,,,10
64,Ampicillin,QC1_10uMPOOL,Analyte,,3.1,125691.102,39.84,4181.749,3154.897,935.9666,,bb,10
65,Ampicillin,WaterBlank11,Blank,,,,82.183,,,,,,10
66,Ampicillin,WaterBlank12,Blank,,2.99,1.276,44.363,2.687,0.029,1.6141,,bb,10
67,Ampicillin,Sample_15155,Analyte,,,,38866.934,,,,,MM-,10
68,Ampicillin,Sample_5334,Analyte,,,,53975.875,,,,,,10
69,Ampicillin,Sample_5135,Analyte,,3.14,1.374,133656.125,3.087,0,0.0192,,bb,10
70,Ampicillin,Sample_13334,Analyte,,,,37294.91,,,,,MM-,10
71,Ampicillin,Sample_9246,Analyte,,,,60996.668,,,,,,10
72,Ampicillin,Sample_4136,Analyte,,3.12,0.424,48945.879,1.502,0,0.0191,,bb,10
73,Ampicillin,Sample_11157,Analyte,,,,52875.77,,,,,MM-,10
74,Ampicillin,Sample_15138,Analyte,,,,46609.473,,,,,,10
75,Ampicillin,Sample_11160,Analyte,,,,42042.543,,,,,MM-,10
76,Ampicillin,Sample_5137,Analyte,,,,60462.066,,,,,MM-,10
77,Ampicillin,WaterBlank14,Blank,,,,518.068,,,,,,10
78,Ampicillin,WaterBlank15,Blank,,,,140.98,,,,,,10
79,Ampicillin,Sample_1363,Analyte,,,,21296.447,,,,,MM!-,10
80,Ampicillin,Sample_6489,Analyte,,,,37417.59,,,,,,10
81,Ampicillin,Sample_9251,Analyte,,3.12,0.5,49997.758,1.519,0,0.0192,,bb,10
82,Ampicillin,Sample_9042,Analyte,,,,59540.941,,,,,,10
83,Ampicillin,Sample_1055,Analyte,,,,19114.42,,,,,MM-,10
84,Ampicillin,Sample_1059,Analyte,,3.3,0.13,20288.83,0.483,0,0.0189,,bb,10
85,Ampicillin,Sample_6495,Analyte,,,,36048.414,,,,,MM-,10
86,Ampicillin,Sample_12293,Analyte,,,,95556.391,,,,,MM-,10
87,Ampicillin,Sample_12296,Analyte,,,,43887.121,,,,,MM-,10
88,Ampicillin,Sample_13284,Analyte,,3.14,10.323,36703.402,24.438,0,0.0411,,MM,10
89,Ampicillin,WaterBlank16,Blank,,,,160.65,,,,,,10
90,Ampicillin,WaterBlank17,Blank,,,,61.132,,,,,,10
91,Ampicillin,Sample_1360,Analyte,,3.16,12.274,33146.063,32.827,0,0.0482,,bb,10
92,Ampicillin,Sample_9083,Analyte,,,,43269.895,,,,,MM-,10
93,Ampicillin,Sample_5305,Analyte,,,,56575.578,,,,,MM-,10
94,Ampicillin,Sample_13354,Analyte,,,,42401.309,,,,,,10
95,Ampicillin,Sample_11181,Analyte,,,,40095.98,,,,,MM-,10
96,Ampicillin,Sample_8324,Analyte,,,,37171.34,,,,,,10
97,Ampicillin,Sample_12269,Analyte,,,,68534.453,,,,,MM-,10
98,Ampicillin,Sample_9081,Analyte,,,,109107.469,,,,,MM-,10
99,Ampicillin,Sample_10155,Analyte,,,,30640.73,,,,,,10
100,Ampicillin,Sample_5335,Analyte,,3.14,9.789,93233.406,4.112,0,0.0269,,bb,10
101,Ampicillin,WaterBlank18,Blank,,3.26,0.094,89.958,0.187,0.001,0.1013,,bb,10
102,Ampicillin,WaterBlank19,Blank,,3.06,0.889,72.574,2.174,0.012,0.8247,,bb,10
103,Ampicillin,Sample_15141,Analyte,,,,19090.936,,,,,,10
104,Ampicillin,Sample_12291,Analyte,,3.3,1.447,74458.102,2.89,0,0.02,,MM!,10
105,Ampicillin,Sample_1359,Analyte,,3.04,0.106,19844.846,0.699,0,0.0188,,bb,10
106,Ampicillin,Sample_10139,Analyte,,,,32302.51,,,,,,10
107,Ampicillin,Sample_6516,Analyte,,3.22,0.373,25595.715,1.266,0,0.0196,,bb,10
108,Ampicillin,Sample_9084,Analyte,,,,86218.25,,,,,MM!-,10
109,Ampicillin,Sample_5550,Analyte,,,,81993.383,,,,,MM-,10
110,Ampicillin,Sample_6493,Analyte,,,,23425.256,,,,,,10
111,Ampicillin,Sample_9041,Analyte,,,,43401.754,,,,,,10
112,Ampicillin,Sample_15159,Analyte,,,,23983.383,,,,,,10
113,Ampicillin,WaterBlank20,Blank,,3.1,0.208,11.907,0.559,0.017,1.0984,,bb,10
114,Ampicillin,WaterBlank21,Blank,,2.93,0.053,55.121,0.518,0.001,0.0949,,bb,10
115,Ampicillin,Sample_13332,Analyte,,,,26000.984,,,,,,10
116,Ampicillin,Sample_15136,Analyte,,,,22803.168,,,,,MM-,10
117,Ampicillin,Sample_1361,Analyte,,3.14,10.194,14572.088,27.757,0.001,0.0744,,bb,10
118,Ampicillin,Sample_4135,Analyte,,3.12,0.314,95985.148,0.92,0,0.0186,,bb,10
119,Ampicillin,Sample_8305,Analyte,,,,28319.887,,,,,,10
120,Ampicillin,WaterBlank22,Blank,,3.14,0.265,196.049,1.23,0.001,0.125,,bb,10
121,Ampicillin,QC2_10uMPOOL,Analyte,,3.08,51527.75,37.166,1664.142,1386.422,619.8922,,bb,10
122,Ampicillin,WaterBlank23,Blank,,3.16,1.844,,4.339,,,,bb,10
123,Ampicillin,WaterBlank24,Blank,,3.12,1.166,17.431,3.511,0.067,2.95,,bb,10
124,Ampicillin,WaterBlank25,Blank,,2.95,2.162,12.679,1.471,0.171,5.408,,bb,10
125,Ampicillin,Sample_4159,Analyte,,3.14,0.461,38302.035,1.523,0,0.0194,,bb,10
126,Ampicillin,Sample_6491,Analyte,,3.08,1.659,19074.754,1.412,0,0.0254,,bb,10
127,Ampicillin,Sample_5574,Analyte,,3.1,0.32,58461.988,0.98,0,0.0188,,bb,10
128,Ampicillin,Sample_1158,Analyte,,3.08,0.54,27956.119,0.982,0,0.02,,bb,10
129,Ampicillin,Sample_5333,Analyte,,,,55327.539,,,,,,10
130,Ampicillin,Sample_11180,Analyte,,3.1,15.555,22181.33,60.597,0.001,0.0745,,bb,10
131,Ampicillin,Sample_13357,Analyte,,,,41006.992,,,,,,10
132,Ampicillin,Sample_15140,Analyte,,2.97,3.575,46579.809,2.767,0,0.0246,,bb,10
133,Ampicillin,Sample_15134,Analyte,,,,27429.299,,,,,MM-,10
134,Ampicillin,Sample_8304,Analyte,,1.04,0.055,73113.711,0.303,0,0.0184,,MM,10
135,Ampicillin,WaterBlank26,Blank,,,,76.619,,,,,,10
136,Ampicillin,WaterBlank27,Blank,,,,,,,,,,10
137,Ampicillin,Sample_11185,Analyte,,,,24842.893,,,,,MM-,10
138,Ampicillin,Sample_15158,Analyte,,3.08,0.921,26110.451,2.735,0,0.0212,,bb,10
139,Ampicillin,Sample_13288,Analyte,,,,16664.934,,,,,MM-,10
140,Ampicillin,Sample_1034,Analyte,,,,24064.23,,,,,,10
141,Ampicillin,Sample_9284,Analyte,,,,80696.258,,,,,,10
142,Ampicillin,Sample_4139,Analyte,,,,35234.344,,,,,MM-,10
143,Ampicillin,Sample_1159,Analyte,,3.08,23.102,18322.385,49.069,0.001,0.118,,bb,10
144,Ampicillin,Sample_5336,Analyte,,,,82725.734,,,,,MM-,10
145,Ampicillin,Sample_1160,Analyte,,3.08,2.034,109.199,2.307,0.019,1.1556,,bb,10
146,Ampicillin,Sample_1362,Analyte,,3.26,0.036,,0.319,,,,bb,10
147,Ampicillin,WaterBlank28,Blank,,2.99,2.621,31.041,1.924,0.084,3.4494,,bb,10
148,Ampicillin,WaterBlank29,Blank,,,,53.814,,,,,,10
149,Ampicillin,Sample_8330,Analyte,,,,37730.41,,,,,,10
150,Ampicillin,Sample_11186,Analyte,,3.12,2.352,20312.977,2.12,0,0.0278,,bb,10
151,Ampicillin,Sample_5572,Analyte,,3.16,0.567,44631.547,1.471,0,0.0194,,bb,10
152,Ampicillin,Sample_13283,Analyte,,,,21985.393,,,,,MM-,10
153,Ampicillin,Sample_8331,Analyte,,3.22,0.548,52630.934,1.374,0,0.0192,,bb,10
154,Ampicillin,Sample_1038,Analyte,,,,36097.316,,,,,MM-,10
155,Ampicillin,Sample_6496,Analyte,,,,21698.15,,,,,,10
156,Ampicillin,Sample_5551,Analyte,,3.1,2.428,82308.773,3.721,0,0.0208,,bb,10
157,Ampicillin,Sample_13356,Analyte,,,,16826.762,,,,,,10
158,Ampicillin,Sample_5549,Analyte,,,,69537.031,,,,,MM-,10
159,Ampicillin,WaterBlank30,Blank,,,,,,,,,,10
160,Ampicillin,WaterBlank31,Blank,,,,73.677,,,,,,10
161,Ampicillin,Sample_12267,Analyte,,3.01,0.387,40641.684,0.745,0,0.0192,,bb,10
162,Ampicillin,Sample_9282,Analyte,,,,62037.93,,,,,,10
163,Ampicillin,Sample_1161,Analyte,,3.24,0.864,17137.713,1.431,0,0.0225,,bb,10
164,Ampicillin,Sample_6490,Analyte,,,,29469.74,,,,,,10
165,Ampicillin,Sample_1054,Analyte,,,,15377.688,,,,,,10
166,Ampicillin,Sample_15162,Analyte,,3.22,2.114,21342.223,1.727,0,0.0264,,bb,10
167,Ampicillin,Sample_5113,Analyte,,3.28,2.319,28903.6,2.457,0,0.0249,,bb,10
